year_week_num,category,store, sales,volume
202141,WINES,Store 9," € 27,197.82 ",2539
202047,WINES,Store 3," € 29,011.67 ",3328
201748,SPIRITS,Store 12," € 1,420.21 ",113
201824,SPIRITS,Store 13," € 1,129.70 ",87
202049,WINES,Store 10," € 13,530.83 ",1612
201944,WINES,Store 9," € 22,477.00 ",2713
201817,WINES,Store 8," € 11,675.21 ",1569
202029,WINES,Store 10," € 11,668.02 ",1404
201823,BEER&CIDER,Store 9," € 13,419.38 ",5217
201814,BEER&CIDER,Store 9," € 15,022.11 ",5902
201835,WINES,Store 3," € 31,073.81 ",3926
201830,BEER&CIDER,Store 2," € 16,147.56 ",3189
202215,WINES,Store 8," € 11,318.23 ",1291
201937,BEER&CIDER,Store 1," € 25,225.29 ",6413
202140,SPIRITS,Store 9," € 21,509.71 ",1352
201905,WINES,Store 8," € 11,559.25 ",1517
202242,BEER&CIDER,Store 6," € 3,452.54 ",459
201926,SPIRITS,Store 3," € 16,959.54 ",1231
201819,SPIRITS,Store 11," € 1,592.15 ",121
202235,SPIRITS,Store 2," € 34,219.12 ",1959
202021,BEER&CIDER,Store 9," € 14,660.88 ",2921
202209,SPIRITS,Store 5," € 4,664.57 ",321
202107,SPIRITS,Store 11," € 2,790.84 ",217
201919,WINES,Store 2," € 26,639.34 ",3345
201952,BEER&CIDER,Store 9," € 7,179.21 ",1395
202013,SPIRITS,Store 13," € 3,065.14 ",277
202022,BEER&CIDER,Store 9," € 18,574.40 ",4689
202137,SPIRITS,Store 11," € 2,388.19 ",182
201849,BEER&CIDER,Store 1," € 18,697.12 ",4801
201707,BEER&CIDER,Store 3," € 49,096.67 ",26893
202018,WINES,Store 12," € 5,346.12 ",607
201722,WINES,Store 1," € 25,991.33 ",3137
202102,SPIRITS,Store 4," € 33,083.27 ",2011
202119,WINES,Store 10," € 13,865.11 ",1603
202225,BEER&CIDER,Store 2," € 26,770.73 ",2851
202022,SPIRITS,Store 4," € 24,171.42 ",1846
202152,WINES,Store 13," € 3,777.11 ",425
201934,WINES,Store 13," € 3,127.89 ",390
201806,WINES,Store 3," € 20,642.35 ",2565
201751,SPIRITS,Store 2," € 13,401.53 ",789
202019,WINES,Store 1," € 33,545.29 ",3874
202151,BEER&CIDER,Store 13," € 3,329.91 ",503
201844,WINES,Store 4," € 32,871.63 ",3371
202124,SPIRITS,Store 8," € 12,379.55 ",832
201944,SPIRITS,Store 13," € 1,981.20 ",130
202043,SPIRITS,Store 4," € 93,836.17 ",5547
202243,WINES,Store 6," € 10,159.67 ",1083
201818,SPIRITS,Store 3," € 15,501.89 ",1179
201836,WINES,Store 3," € 25,464.23 ",3285
201834,WINES,Store 4," € 31,992.22 ",3909
201751,SPIRITS,Store 12," € 1,454.09 ",156
201948,SPIRITS,Store 1," € 13,727.74 ",815
201714,SPIRITS,Store 4," € 14,930.24 ",841
202006,WINES,Store 12," € 7,840.21 ",919
201821,SPIRITS,Store 1," € 14,923.39 ",1135
202018,SPIRITS,Store 10," € 12,936.73 ",997
201937,BEER&CIDER,Store 2," € 21,736.61 ",3883
202007,SPIRITS,Store 11," € 3,114.54 ",225
201730,SPIRITS,Store 1," € 12,983.62 ",893
201708,BEER&CIDER,Store 12," € 2,045.51 ",572
202044,WINES,Store 13," € 3,763.15 ",425
202207,BEER&CIDER,Store 10," € 10,997.74 ",1153
202217,SPIRITS,Store 10," € 11,026.08 ",771
202102,BEER&CIDER,Store 4," € 29,326.61 ",4238
201903,WINES,Store 9," € 16,437.20 ",2054
201750,BEER&CIDER,Store 2," € 13,896.39 ",3432
202205,WINES,Store 1," € 31,137.69 ",3458
202122,WINES,Store 4," € 34,726.12 ",4047
201747,WINES,Store 8," € 8,602.62 ",1144
202234,WINES,Store 8," € 11,725.83 ",1369
201829,SPIRITS,Store 1," € 14,235.17 ",1049
201948,BEER&CIDER,Store 11," € 1,891.50 ",442
202016,WINES,Store 3," € 36,558.51 ",4368
202035,WINES,Store 12," € 6,123.35 ",737
202235,SPIRITS,Store 1," € 29,930.16 ",1803
202210,BEER&CIDER,Store 9," € 11,589.15 ",1387
202213,WINES,Store 3," € 31,764.55 ",3588
201810,SPIRITS,Store 10," € 9,065.33 ",563
202123,SPIRITS,Store 3," € 21,038.25 ",1395
202207,SPIRITS,Store 1," € 37,941.02 ",2305
202204,WINES,Store 8," € 11,263.46 ",1309
201818,SPIRITS,Store 1," € 18,466.67 ",1499
202121,WINES,Store 9," € 14,469.35 ",1655
201851,SPIRITS,Store 1," € 13,564.81 ",945
201843,BEER&CIDER,Store 4," € 76,210.85 ",31651
201829,WINES,Store 1," € 23,222.85 ",2886
201917,SPIRITS,Store 3," € 14,103.53 ",1040
201808,BEER&CIDER,Store 1," € 21,283.60 ",3657
201908,SPIRITS,Store 8," € 21,340.63 ",1421
201926,SPIRITS,Store 8," € 10,368.19 ",841
202201,SPIRITS,Store 5," € 3,866.98 ",251
201929,WINES,Store 1," € 20,782.06 ",2557
201923,WINES,Store 13," € 3,081.09 ",399
201923,SPIRITS,Store 4," € 16,309.89 ",1083
201745,WINES,Store 3," € 13,270.49 ",1629
202035,SPIRITS,Store 8," € 16,610.97 ",1248
202147,BEER&CIDER,Store 2," € 15,880.80 ",1673
201909,WINES,Store 10," € 9,815.17 ",1265
201725,BEER&CIDER,Store 13," € 2,830.62 ",711
202017,WINES,Store 2," € 31,535.49 ",3640
202230,WINES,Store 9," € 12,094.59 ",1309
201849,WINES,Store 1," € 20,744.53 ",2600
201907,SPIRITS,Store 3," € 20,777.03 ",1239
201706,BEER&CIDER,Store 9," € 10,212.63 ",3874
201844,SPIRITS,Store 9," € 11,576.15 ",702
202131,WINES,Store 9," € 11,235.90 ",1291
202135,WINES,Store 8," € 11,824.97 ",1439
201816,BEER&CIDER,Store 3," € 27,912.04 ",6985
201701,BEER&CIDER,Store 10," € 7,704.49 ",1257
202008,WINES,Store 12," € 6,469.23 ",728
201850,SPIRITS,Store 2," € 13,415.83 ",875
201939,BEER&CIDER,Store 11," € 3,115.67 ",1647
201918,WINES,Store 2," € 27,382.51 ",3276
201946,SPIRITS,Store 12," € 1,047.19 ",78
202142,BEER&CIDER,Store 13," € 3,684.20 ",563
202136,BEER&CIDER,Store 11," € 2,565.85 ",381
202107,BEER&CIDER,Store 2," € 26,007.28 ",3753
201848,BEER&CIDER,Store 12," € 2,214.51 ",468
202148,SPIRITS,Store 1," € 17,155.06 ",1040
202043,SPIRITS,Store 13," € 2,965.56 ",217
201809,BEER&CIDER,Store 2," € 24,137.79 ",11024
201908,WINES,Store 2," € 46,202.52 ",6162
202111,SPIRITS,Store 9," € 11,921.52 ",823
201910,WINES,Store 10," € 11,667.24 ",1482
201909,SPIRITS,Store 12," € 1,110.37 ",95
202230,WINES,Store 4," € 25,267.49 ",2643
201730,WINES,Store 1," € 22,698.00 ",2799
201945,BEER&CIDER,Store 3," € 17,031.91 ",4550
202203,BEER&CIDER,Store 8," € 13,124.80 ",1274
201839,BEER&CIDER,Store 1," € 38,255.62 ",8814
201716,BEER&CIDER,Store 13," € 3,895.15 ",910
201746,BEER&CIDER,Store 3," € 14,004.64 ",3241
202204,SPIRITS,Store 13," € 1,839.33 ",113
202047,SPIRITS,Store 2," € 21,794.59 ",1317
201918,WINES,Store 1," € 29,214.21 ",3501
202146,SPIRITS,Store 12," € 1,905.11 ",130
202017,BEER&CIDER,Store 2," € 30,899.61 ",7289
202226,BEER&CIDER,Store 12," € 3,956.77 ",546
202112,BEER&CIDER,Store 4," € 23,113.57 ",2921
202237,WINES,Store 10," € 14,795.21 ",1629
201720,WINES,Store 1," € 23,625.33 ",3059
202149,WINES,Store 10," € 11,183.38 ",1257
202038,SPIRITS,Store 2," € 54,358.46 ",3475
201739,BEER&CIDER,Store 8," € 17,260.10 ",5980
202037,BEER&CIDER,Store 12," € 4,724.89 ",1109
201810,SPIRITS,Store 11," € 1,601.69 ",130
201953,BEER&CIDER,Store 13," € 2,622.27 ",546
202033,BEER&CIDER,Store 13," € 4,054.18 ",771
202146,BEER&CIDER,Store 2," € 14,571.27 ",1508
201833,WINES,Store 9," € 11,991.81 ",1482
202120,WINES,Store 9," € 14,815.15 ",1699
202024,BEER&CIDER,Store 8," € 14,335.88 ",2314
202017,SPIRITS,Store 12," € 3,204.33 ",234
201940,BEER&CIDER,Store 12," € 2,297.62 ",711
202002,BEER&CIDER,Store 4," € 36,712.43 ",14837
201928,WINES,Store 2," € 20,958.86 ",2600
201902,BEER&CIDER,Store 13," € 2,572.96 ",563
202008,SPIRITS,Store 12," € 2,363.14 ",147
202026,WINES,Store 12," € 4,562.05 ",529
202116,BEER&CIDER,Store 12," € 4,352.83 ",763
201818,BEER&CIDER,Store 12," € 2,239.81 ",546
202105,WINES,Store 1," € 63,311.13 ",7271
202049,SPIRITS,Store 10," € 12,082.46 ",849
202108,WINES,Store 10," € 12,632.01 ",1404
201710,WINES,Store 8," € 9,123.75 ",1213
201725,SPIRITS,Store 4," € 14,749.28 ",832
202226,SPIRITS,Store 11," € 1,974.96 ",156
201735,SPIRITS,Store 4," € 25,369.93 ",1387
201949,SPIRITS,Store 1," € 14,786.81 ",927
202108,BEER&CIDER,Store 10," € 12,993.50 ",1569
202206,WINES,Store 1," € 32,957.51 ",3657
202036,SPIRITS,Store 8," € 16,157.87 ",1092
202226,WINES,Store 2," € 31,948.54 ",3423
201810,SPIRITS,Store 1," € 19,292.17 ",1413
202223,WINES,Store 3," € 25,148.93 ",2773
201710,WINES,Store 11," € 2,574.26 ",329
201724,SPIRITS,Store 9," € 7,662.11 ",451
202009,WINES,Store 12," € 7,290.57 ",875
201904,BEER&CIDER,Store 13," € 2,305.68 ",589
202138,WINES,Store 10," € 16,745.21 ",2037
201848,SPIRITS,Store 8," € 8,435.35 ",685
201940,SPIRITS,Store 2," € 31,683.86 ",1855
202045,WINES,Store 3," € 24,338.77 ",2851
202240,SPIRITS,Store 9," € 15,748.72 ",815
202106,WINES,Store 1," € 38,206.22 ",4255
202242,SPIRITS,Store 6," € 5,607.94 ",295
202221,BEER&CIDER,Store 13," € 4,226.04 ",598
201827,WINES,Store 8," € 9,624.16 ",1326
201725,BEER&CIDER,Store 9," € 9,485.58 ",3250
202216,BEER&CIDER,Store 1," € 32,043.61 ",3111
202028,WINES,Store 10," € 11,255.92 ",1352
201710,BEER&CIDER,Store 12," € 2,610.92 ",667
202137,BEER&CIDER,Store 2," € 27,176.24 ",2730
201834,SPIRITS,Store 9," € 9,089.34 ",598
202045,SPIRITS,Store 8," € 9,021.31 ",563
201941,WINES,Store 10," € 21,318.53 ",2791
202225,WINES,Store 11," € 4,293.81 ",503
201738,BEER&CIDER,Store 8," € 14,526.81 ",4611
202206,BEER&CIDER,Store 1," € 25,948.52 ",2678
202209,BEER&CIDER,Store 9," € 10,678.89 ",1257
201947,BEER&CIDER,Store 12," € 1,959.79 ",459
201904,BEER&CIDER,Store 3," € 21,202.31 ",6465
201745,BEER&CIDER,Store 4," € 7,051.89 ",1716
202201,SPIRITS,Store 9," € 9,084.40 ",572
201940,WINES,Store 2," € 40,598.48 ",5122
202048,SPIRITS,Store 2," € 24,039.69 ",1508
202104,WINES,Store 8," € 14,509.91 ",1941
202147,SPIRITS,Store 1," € 16,924.09 ",1083
202204,BEER&CIDER,Store 8," € 11,598.77 ",1213
202011,BEER&CIDER,Store 9," € 16,018.08 ",2756
202214,WINES,Store 12," € 4,003.91 ",477
201807,SPIRITS,Store 8," € 9,116.29 ",624
201816,WINES,Store 8," € 9,642.01 ",1222
201835,SPIRITS,Store 4," € 27,426.88 ",1612
202235,BEER&CIDER,Store 12," € 4,532.58 ",581
202152,SPIRITS,Store 13," € 1,892.97 ",113
202013,SPIRITS,Store 9," € 20,471.53 ",2271
202204,WINES,Store 3," € 30,306.90 ",3441
202145,BEER&CIDER,Store 8," € 7,410.17 ",780
201839,BEER&CIDER,Store 2," € 33,637.41 ",9802
202203,WINES,Store 3," € 30,132.70 ",3467
201952,SPIRITS,Store 13," € 1,304.68 ",87
201927,SPIRITS,Store 12," € 2,470.69 ",182
201946,SPIRITS,Store 8," € 7,372.13 ",537
202243,WINES,Store 8," € 30,936.62 ",3501
201948,BEER&CIDER,Store 12," € 2,472.51 ",589
202204,WINES,Store 12," € 3,407.73 ",407
202108,WINES,Store 2," € 33,373.51 ",3770
201721,SPIRITS,Store 10," € 6,658.60 ",451
201828,BEER&CIDER,Store 2," € 16,789.50 ",3449
201818,BEER&CIDER,Store 8," € 19,434.05 ",6708
202127,SPIRITS,Store 12," € 2,015.09 ",156
202125,BEER&CIDER,Store 3," € 25,885.77 ",3163
202128,WINES,Store 2," € 28,646.97 ",3155
202205,BEER&CIDER,Store 12," € 3,747.99 ",511
202032,BEER&CIDER,Store 4," € 19,386.99 ",2990
201723,BEER&CIDER,Store 9," € 12,789.40 ",5200
202052,BEER&CIDER,Store 9," € 14,450.02 ",2149
201728,BEER&CIDER,Store 1," € 22,432.37 ",3995
201924,SPIRITS,Store 9," € 7,373.60 ",581
202028,SPIRITS,Store 10," € 11,050.87 ",858
202024,BEER&CIDER,Store 3," € 31,845.06 ",4819
201924,WINES,Store 4," € 30,335.33 ",4082
202045,BEER&CIDER,Store 8," € 9,016.71 ",1413
201841,WINES,Store 11," € 3,511.21 ",494
201825,BEER&CIDER,Store 13," € 3,247.31 ",745
201806,SPIRITS,Store 4," € 15,735.20 ",875
201919,SPIRITS,Store 1," € 19,603.65 ",1456
202125,BEER&CIDER,Store 1," € 26,760.24 ",3172
201814,SPIRITS,Store 9," € 9,868.73 ",693
202008,SPIRITS,Store 1," € 25,979.20 ",1681
202131,SPIRITS,Store 9," € 9,913.71 ",667
201737,BEER&CIDER,Store 8," € 12,067.29 ",3233
202041,BEER&CIDER,Store 11," € 3,812.55 ",1075
201814,BEER&CIDER,Store 13," € 3,857.01 ",1101
202230,BEER&CIDER,Store 9," € 9,301.07 ",1257
202219,BEER&CIDER,Store 5," € 8,444.80 ",910
202107,WINES,Store 12," € 4,783.05 ",537
202202,SPIRITS,Store 13," € 1,576.81 ",104
201930,WINES,Store 10," € 10,280.31 ",1265
201949,SPIRITS,Store 10," € 8,740.77 ",607
202107,BEER&CIDER,Store 1," € 30,894.41 ",4047
202112,WINES,Store 13," € 3,536.26 ",425
201835,BEER&CIDER,Store 9," € 14,737.75 ",3406
202236,BEER&CIDER,Store 1," € 24,091.17 ",2583
202037,WINES,Store 12," € 5,473.26 ",711
202033,BEER&CIDER,Store 3," € 27,772.94 ",4091
202027,WINES,Store 2," € 28,086.76 ",3406
201919,SPIRITS,Store 2," € 19,233.59 ",1499
201925,WINES,Store 3," € 24,430.12 ",3363
201947,WINES,Store 1," € 17,809.57 ",2201
202126,BEER&CIDER,Store 2," € 30,939.22 ",3510
201727,BEER&CIDER,Store 3," € 28,388.71 ",5321
202023,SPIRITS,Store 4," € 20,759.27 ",1647
201810,BEER&CIDER,Store 10," € 14,718.69 ",7774
202127,BEER&CIDER,Store 1," € 26,501.37 ",3163
201937,SPIRITS,Store 12," € 1,363.87 ",95
202122,SPIRITS,Store 9," € 15,089.45 ",1075
202033,WINES,Store 9," € 19,181.07 ",2305
202143,BEER&CIDER,Store 3," € 70,336.59 ",6569
201741,SPIRITS,Store 1," € 26,863.11 ",1673
201934,BEER&CIDER,Store 4," € 17,490.72 ",3709
201947,BEER&CIDER,Store 8," € 6,902.74 ",1161
201703,SPIRITS,Store 2," € 17,719.26 ",1066
202048,BEER&CIDER,Store 10," € 9,773.83 ",2011
202103,SPIRITS,Store 13," € 2,397.98 ",173
201948,BEER&CIDER,Store 1," € 16,805.88 ",3891
201806,SPIRITS,Store 8," € 10,035.31 ",676
202147,WINES,Store 2," € 22,311.29 ",2340
201948,SPIRITS,Store 8," € 8,596.21 ",650
202121,WINES,Store 13," € 3,256.59 ",381
201840,BEER&CIDER,Store 2," € 34,167.38 ",16588
201910,SPIRITS,Store 1," € 17,219.54 ",1187
201815,SPIRITS,Store 4," € 13,975.69 ",841
202048,SPIRITS,Store 1," € 26,442.43 ",1759
202218,SPIRITS,Store 10," € 12,252.85 ",780
202221,BEER&CIDER,Store 9," € 12,377.39 ",1473
201917,SPIRITS,Store 8," € 9,706.32 ",797
201852,BEER&CIDER,Store 10," € 6,262.27 ",1187
202110,WINES,Store 10," € 13,046.89 ",1499
201722,SPIRITS,Store 10," € 7,752.59 ",494
202210,BEER&CIDER,Store 13," € 4,082.35 ",615
201920,SPIRITS,Store 12, € 962.95 ,78
201927,BEER&CIDER,Store 2," € 28,415.57 ",10270
201814,SPIRITS,Store 4," € 18,489.38 ",1135
202223,SPIRITS,Store 3," € 19,916.78 ",1291
201949,SPIRITS,Store 12," € 1,321.32 ",104
202001,BEER&CIDER,Store 4," € 15,462.63 ",2747
201738,WINES,Store 1," € 27,253.55 ",3597
201737,SPIRITS,Store 8," € 11,953.07 ",728
201716,WINES,Store 4," € 25,861.42 ",3051
201707,SPIRITS,Store 3," € 30,099.25 ",1785
202123,WINES,Store 13," € 3,318.38 ",390
201706,BEER&CIDER,Store 3," € 33,364.67 ",16545
201945,SPIRITS,Store 3," € 15,351.18 ",1031
202105,WINES,Store 8," € 18,506.71 ",2479
201830,BEER&CIDER,Store 11," € 2,493.05 ",520
201750,WINES,Store 11," € 2,559.44 ",338
201931,BEER&CIDER,Store 9," € 7,250.88 ",1517
201845,SPIRITS,Store 9," € 7,013.76 ",477
202242,SPIRITS,Store 13," € 2,109.64 ",147
201715,SPIRITS,Store 4," € 11,160.24 ",615
201834,BEER&CIDER,Store 13," € 2,944.67 ",685
202102,WINES,Store 4," € 45,107.83 ",4992
202203,SPIRITS,Store 4," € 23,291.41 ",1291
201823,BEER&CIDER,Store 13," € 3,513.03 ",1213
202103,BEER&CIDER,Store 8," € 21,000.37 ",2435
202002,WINES,Store 9," € 25,416.04 ",3250
202047,BEER&CIDER,Store 1," € 26,735.19 ",4429
202211,SPIRITS,Store 9," € 10,051.08 ",633
202034,WINES,Store 3," € 46,902.01 ",5573
201938,BEER&CIDER,Store 12," € 2,265.47 ",763
202243,WINES,Store 3," € 105,794.52 ",11041
201932,BEER&CIDER,Store 9," € 7,539.57 ",1560
201702,WINES,Store 10," € 11,262.51 ",1413
201727,WINES,Store 4," € 24,585.69 ",2808
202231,WINES,Store 4," € 27,115.31 ",2791
202019,BEER&CIDER,Store 10," € 10,599.94 ",2063
202227,SPIRITS,Store 2," € 30,132.44 ",1794
202231,WINES,Store 9," € 12,698.83 ",1352
202113,BEER&CIDER,Store 4," € 28,309.06 ",3467
201739,SPIRITS,Store 12," € 1,554.89 ",121
201713,SPIRITS,Store 10," € 7,345.09 ",520
202232,SPIRITS,Store 9," € 9,205.30 ",581
201702,SPIRITS,Store 10," € 7,423.61 ",511
201828,WINES,Store 12," € 2,872.13 ",347
201937,BEER&CIDER,Store 11," € 2,646.54 ",962
201727,SPIRITS,Store 3," € 15,405.17 ",962
202027,BEER&CIDER,Store 1," € 28,927.08 ",6465
202113,BEER&CIDER,Store 3," € 38,550.37 ",4203
201745,SPIRITS,Store 13, € 906.45 ,61
202146,SPIRITS,Store 2," € 16,852.25 ",927
201919,SPIRITS,Store 12," € 2,018.64 ",147
202023,SPIRITS,Store 13," € 1,694.25 ",104
201711,WINES,Store 12," € 2,821.26 ",364
202208,BEER&CIDER,Store 11," € 3,395.95 ",407
202009,BEER&CIDER,Store 10," € 19,762.95 ",9239
202022,BEER&CIDER,Store 4," € 31,513.47 ",8745
201707,SPIRITS,Store 13," € 1,260.57 ",87
202143,BEER&CIDER,Store 8," € 26,155.48 ",2236
202025,WINES,Store 8," € 10,847.63 ",1430
202244,BEER&CIDER,Store 3," € 3,851.81 ",390
201718,WINES,Store 8," € 11,232.35 ",1499
202023,BEER&CIDER,Store 13," € 4,761.21 ",927
201801,BEER&CIDER,Store 10," € 7,348.29 ",1395
201837,WINES,Store 12," € 2,670.46 ",355
201719,WINES,Store 8," € 8,523.06 ",1127
202118,WINES,Store 10," € 14,593.89 ",1629
201715,WINES,Store 9," € 10,061.91 ",1222
202023,SPIRITS,Store 9," € 13,189.54 ",1265
202208,BEER&CIDER,Store 10," € 9,599.81 ",962
202128,SPIRITS,Store 11," € 2,286.96 ",165
201929,WINES,Store 2," € 21,678.63 ",2713
201750,SPIRITS,Store 11," € 1,483.99 ",113
201933,SPIRITS,Store 9," € 7,477.60 ",520
202107,WINES,Store 2," € 33,369.01 ",3779
201938,BEER&CIDER,Store 2," € 22,873.93 ",8233
201852,BEER&CIDER,Store 9," € 6,391.23 ",1335
201946,BEER&CIDER,Store 8," € 6,220.24 ",1092
201920,WINES,Store 11," € 2,981.51 ",381
202216,WINES,Store 1," € 30,967.82 ",3302
201726,SPIRITS,Store 13," € 1,277.73 ",87
201850,WINES,Store 12," € 2,633.19 ",329
201751,WINES,Store 10," € 11,259.47 ",1335
202214,BEER&CIDER,Store 9," € 11,687.26 ",1430
201906,SPIRITS,Store 3," € 13,714.57 ",849
201826,BEER&CIDER,Store 3," € 26,172.99 ",6899
202132,SPIRITS,Store 4," € 19,108.70 ",1161
201749,BEER&CIDER,Store 12," € 2,355.77 ",511
202237,SPIRITS,Store 2," € 29,686.80 ",1569
201835,BEER&CIDER,Store 4," € 28,185.65 ",7887
201736,BEER&CIDER,Store 3," € 25,758.81 ",8181
201938,BEER&CIDER,Store 11," € 3,143.66 ",1274
201929,SPIRITS,Store 1," € 13,231.14 ",962
202029,SPIRITS,Store 10," € 10,779.60 ",815
202040,BEER&CIDER,Store 10," € 12,824.59 ",2773
201804,WINES,Store 13," € 2,950.83 ",381
201948,WINES,Store 2," € 18,389.63 ",2253
201811,SPIRITS,Store 11," € 1,514.41 ",113
201750,SPIRITS,Store 12," € 1,405.99 ",130
201804,WINES,Store 9," € 14,926.51 ",1924
202022,WINES,Store 4," € 41,129.83 ",4819
201842,SPIRITS,Store 9," € 16,811.69 ",1083
202134,SPIRITS,Store 8," € 16,905.81 ",1222
201829,BEER&CIDER,Store 2," € 16,125.98 ",2860
201929,WINES,Store 8," € 8,630.70 ",1161
202226,SPIRITS,Store 1," € 22,792.21 ",1534
201928,BEER&CIDER,Store 12," € 2,972.67 ",676
202012,SPIRITS,Store 9," € 12,948.61 ",945
201845,BEER&CIDER,Store 4," € 11,457.85 ",2834
202026,WINES,Store 8," € 10,862.71 ",1421
202112,BEER&CIDER,Store 13," € 4,184.87 ",737
202231,BEER&CIDER,Store 13," € 3,609.84 ",555
202122,SPIRITS,Store 4," € 25,368.29 ",1543
201923,BEER&CIDER,Store 4," € 23,664.51 ",9949
202242,SPIRITS,Store 7," € 3,115.58 ",286
201942,WINES,Store 10," € 26,077.83 ",3406
202107,WINES,Store 1," € 37,905.49 ",4143
201804,WINES,Store 4," € 38,314.38 ",4975
201922,WINES,Store 9," € 13,334.88 ",1595
202236,WINES,Store 12," € 4,331.51 ",520
202243,BEER&CIDER,Store 8," € 32,122.57 ",2583
202142,WINES,Store 4," € 110,786.52 ",11561
202048,BEER&CIDER,Store 1," € 29,295.59 ",5226
201929,WINES,Store 11," € 3,052.83 ",390
202133,BEER&CIDER,Store 3," € 25,933.53 ",3129
202005,SPIRITS,Store 3," € 21,286.81 ",1404
201928,SPIRITS,Store 12," € 2,402.40 ",191
202118,BEER&CIDER,Store 10," € 11,349.78 ",1326
201736,SPIRITS,Store 4," € 16,649.19 ",971
202052,WINES,Store 9," € 18,087.33 ",2071
202017,BEER&CIDER,Store 12," € 6,956.56 ",1690
201841,SPIRITS,Store 2," € 35,845.33 ",2019
202044,SPIRITS,Store 4," € 22,098.01 ",1638
201825,BEER&CIDER,Store 9," € 10,219.04 ",2964
202035,WINES,Store 3," € 45,431.71 ",5373
201725,BEER&CIDER,Store 4," € 19,030.01 ",5798
202206,WINES,Store 2," € 31,464.77 ",3536
201828,SPIRITS,Store 3," € 13,436.19 ",901
202048,SPIRITS,Store 11," € 2,278.03 ",191
202228,SPIRITS,Store 11," € 1,802.32 ",156
201901,SPIRITS,Store 10," € 8,464.39 ",572
201809,SPIRITS,Store 2," € 13,960.87 ",841
202008,WINES,Store 1," € 36,196.94 ",4143
202008,BEER&CIDER,Store 1," € 31,725.20 ",5443
201913,WINES,Store 4," € 30,869.28 ",3735
201923,SPIRITS,Store 13," € 1,629.51 ",121
202244,SPIRITS,Store 3," € 2,820.65 ",191
202102,SPIRITS,Store 13," € 2,095.95 ",139
202004,SPIRITS,Store 13," € 2,045.68 ",130
202241,SPIRITS,Store 9," € 18,073.90 ",988
202216,BEER&CIDER,Store 11," € 3,595.80 ",477
202127,WINES,Store 2," € 30,351.62 ",3458
201938,WINES,Store 11," € 3,141.49 ",407
202121,BEER&CIDER,Store 13," € 4,917.12 ",893
202202,BEER&CIDER,Store 9," € 9,543.04 ",1118
202227,BEER&CIDER,Store 1," € 33,408.18 ",3337
202025,SPIRITS,Store 3," € 21,500.18 ",1794
201720,BEER&CIDER,Store 11," € 2,583.27 ",624
201908,BEER&CIDER,Store 12," € 3,116.71 ",1049
201903,SPIRITS,Store 9," € 11,706.41 ",719
202131,WINES,Store 13," € 3,472.91 ",407
201923,WINES,Store 4," € 32,023.94 ",4247
202221,SPIRITS,Store 13," € 1,761.41 ",147
202135,WINES,Store 12," € 4,149.95 ",485
201909,WINES,Store 11," € 2,798.99 ",373
202141,BEER&CIDER,Store 13," € 3,415.97 ",537
201701,SPIRITS,Store 12, € 960.09 ,78
202044,BEER&CIDER,Store 3," € 26,981.15 ",5261
201950,BEER&CIDER,Store 10," € 5,802.51 ",1473
202144,WINES,Store 4," € 35,330.10 ",3553
202241,WINES,Store 4," € 58,278.05 ",6084
202003,WINES,Store 4," € 44,320.73 ",5001
201726,WINES,Store 3," € 23,917.92 ",2990
202123,WINES,Store 3," € 24,601.11 ",2869
201829,WINES,Store 12," € 2,753.40 ",338
201837,BEER&CIDER,Store 8," € 10,997.65 ",2652
201719,SPIRITS,Store 8," € 8,203.61 ",572
201912,BEER&CIDER,Store 9," € 9,430.03 ",2496
201934,SPIRITS,Store 4," € 15,915.64 ",971
202131,WINES,Store 4," € 28,066.57 ",3051
201912,BEER&CIDER,Store 13," € 3,284.75 ",702
202138,SPIRITS,Store 1," € 42,825.29 ",2782
201740,BEER&CIDER,Store 1," € 35,660.04 ",8658
202046,SPIRITS,Store 3," € 19,749.86 ",1300
202115,WINES,Store 3," € 26,834.69 ",3146
201849,WINES,Store 11," € 2,719.86 ",347
202108,SPIRITS,Store 11," € 2,431.78 ",199
201942,BEER&CIDER,Store 4," € 31,293.51 ",13624
201822,SPIRITS,Store 10," € 8,623.42 ",581
202228,SPIRITS,Store 5," € 4,760.17 ",338
201835,SPIRITS,Store 13," € 1,768.17 ",130
202227,SPIRITS,Store 10," € 16,253.55 ",1092
202244,BEER&CIDER,Store 12, € 867.53 ,104
202029,BEER&CIDER,Store 10," € 10,973.30 ",3215
202009,SPIRITS,Store 2," € 29,964.48 ",1941
202020,WINES,Store 1," € 31,646.33 ",3692
201827,BEER&CIDER,Store 3," € 29,809.43 ",8849
202129,BEER&CIDER,Store 10," € 10,850.49 ",1187
202014,WINES,Store 13," € 5,560.53 ",641
202041,SPIRITS,Store 4," € 63,830.09 ",3675
201905,WINES,Store 3," € 25,673.18 ",3059
201725,WINES,Store 4," € 29,839.25 ",3701
201933,WINES,Store 9," € 10,413.61 ",1274
202127,BEER&CIDER,Store 11," € 3,347.76 ",607
201708,WINES,Store 4," € 21,318.18 ",2557
202241,SPIRITS,Store 13," € 2,145.95 ",139
202019,WINES,Store 11," € 4,578.43 ",555
201730,SPIRITS,Store 12," € 2,034.67 ",165
202118,SPIRITS,Store 12," € 1,857.18 ",156
202048,WINES,Store 2," € 33,183.28 ",3822
202239,WINES,Store 5," € 12,893.57 ",1395
